venueIndex,VenueId,Latitude,Longitude,L1_category,visitedNum,categoryId
703,4bb4310e737d76b0633a3b7c,33.425209,-112.029225,Travel & Transport,0,9
704,4bb4cb82613fb713353294e6,33.495618,-112.067562,Professional & Other Places,5,6
705,4bb51bd7ef159c74074874f7,33.512852,-112.09942,Shop & Service,3,8
706,4bb53779ef159c74c77874f7,33.396953,-112.125137,Residence,17,7
707,4bb55b70941ad13a1b2d1ee3,33.509747,-112.036508,Shop & Service,0,8
708,4bb649a1941ad13a06301fe3,33.612413,-112.012353,Food,0,3
709,4bb67365f562ef3b892e3097,33.602253,-111.985123,Drink,11,2
710,4bb679a81344b71386939d04,33.45443,-112.074444,Professional & Other Places,0,6
711,4bb680d62ea19521b7cbab2f,33.447628,-112.073722,Shop & Service,9,8
712,4bb7826e53649c74c8c745fb,33.639858,-112.064937,Shop & Service,0,8
713,4bb79cd2314e95217a67479d,33.505795,-111.949079,Outdoors & Recreation,0,5
714,4bb79e9698c7ef3b48133002,33.445596,-112.068104,Nightlife Spot,0,4
715,4bb7a2673db7b713e64b209a,33.508284,-112.037233,Food,0,3
716,4bb7d1d6cf2fc9b66fdb9e02,33.479053,-111.986492,Shop & Service,1,8
717,4bb7e92e314e9521f8e9479d,33.537786,-112.065432,Shop & Service,1,8
718,4bb8b60ab35776b0bb21c901,33.597114,-112.036933,Food,0,3
719,4bb98fc553649c74f61b48fb,33.59538,-112.15198,Food,0,3
720,4bba8cd0b35776b0d01bcb01,33.639558,-112.011416,Outdoors & Recreation,0,5
721,4bbb2cd47421a593077cc440,33.565709,-112.113246,Professional & Other Places,0,6
722,4bbe30739474c9b62d39d9b6,33.567237,-112.103365,Food,0,3
723,4bbe3da40ec69c7475105659,33.449318,-112.071254,Drink,6,2
724,4bbe935b006dc9b6d677fb3f,33.437371,-112.001994,Travel & Transport,20,9
725,4bbea1d8ba9776b0e716fec8,33.611446,-112.110999,Shop & Service,3,8
726,4bbf85ecf8219c74b91fb010,33.552858,-112.101044,Food,0,3
727,4bbf8c004cdfc9b63c739121,33.464817,-112.058801,Professional & Other Places,2,6
728,4bbf9e4e74a9a59377c5cef6,33.437458,-111.997333,Travel & Transport,4,9
729,4bbfe5fdf8219c7410e6b010,33.555335,-112.099255,Food,0,3
730,4bc00e3a461576b012bf7932,33.639099,-112.190156,Nightlife Spot,0,4
731,4bc01aedf8219c74643cb110,33.667123,-112.117758,Shop & Service,0,8
732,4bc08e9a74a9a5938b2dd0f6,33.43547,-111.997032,Travel & Transport,1,9
733,4bc2af13920eb713cc921c2c,33.446203,-111.970574,Nightlife Spot,4,4
734,4bc376db2a89ef3be110f588,33.45091,-112.070706,Arts & Entertainment,0,0
735,4bc3add1920eb713e2d61d2c,33.57525,-112.12599,Food,3,3
736,4bc3b056f8219c749f7bb610,33.640415,-112.153049,Outdoors & Recreation,0,5
737,4bc3b9ca461576b00e1a7f32,33.583006,-111.972036,Professional & Other Places,1,6
738,4bc3e85cdce4eee1b3ce719d,33.493603,-112.082105,Travel & Transport,0,9
739,4bc47e11abf495215112c593,33.486963,-112.068872,Shop & Service,26,8
740,4bc50d6a6cccd13aceb2ff8b,33.634773,-112.067562,Residence,4,7
741,4bc581055935c9b61002a6d2,33.475357,-111.98655,Food,0,3
742,4bc585636a3e9c744cf7f548,33.466694,-111.987708,Food,0,3
743,4bc5e192d35d9c74f1bae13a,33.573873,-112.11593,Travel & Transport,0,9
744,4bc6120fbf29c9b6f832f92a,33.509402,-111.996174,Shop & Service,0,8
745,4bc65eda51b376b0ea841b6f,33.520319,-112.095018,Food,16,3
746,4bc746c292b376b067604f3a,33.408316,-112.013855,College & University,0,1
747,4bc81d3315a7ef3b95987ada,33.554167,-112.106219,Outdoors & Recreation,0,5
748,4bc895760050b7135ca8ba3b,33.465638,-112.169675,Shop & Service,0,8
749,4bc904fc937ca593ee0fa592,33.537217,-112.107861,Professional & Other Places,0,6
750,4bc93b9cb6c49c74c43a8e91,33.428422,-111.951798,Outdoors & Recreation,0,5
751,4bcb87293740b71384b86265,33.480726,-112.020777,Food,0,3
752,4bcca312b6c49c74da199491,33.477219,-112.073885,Professional & Other Places,0,6
753,4bcca346b6c49c743c1a9491,33.509637,-112.038587,Shop & Service,1,8
754,4bccb675937ca593d29fab92,33.463721,-112.274159,Shop & Service,0,8
755,4bcceb6e511f95215ceeb3c7,33.437279,-112.001903,Food,20,3
756,4bcd12ea8920b7139e599fdc,33.509742,-112.108762,Food,0,3
757,4bcdf21b511f95219f7db5c7,33.436874,-111.999441,Travel & Transport,21,9
758,4bcf42e10ffdce727c52b2c0,33.587866,-111.959664,Travel & Transport,9,9
759,4bcf4d0a77b29c7432d28882,33.581488,-112.133544,Food,1,3
760,4bd09417b221c9b6d9f8d3d0,33.449545,-111.987784,Professional & Other Places,0,6
761,4bd0d0cd046076b02fc67071,33.522237,-112.098225,Shop & Service,0,8
762,4bd0f58bb221c9b693dbd4d0,33.554283,-112.098762,Shop & Service,0,8
763,4bd0fc8541b9ef3b6a51fbe5,33.494895,-112.001581,Food,0,3
764,4bd1077da8b3a5930637655f,33.509756,-112.169036,Shop & Service,0,8
765,4bd1ad049854d13a1deff94d,33.540806,-112.035426,Professional & Other Places,0,6
766,4bd1da8d046076b0c4a37271,33.538059,-112.063988,Food,1,3
767,4bd2454ba8b3a5936a9c675f,33.581376,-112.122986,Food,2,3
768,4bd264df462cb7136066dc07,33.378734,-111.969037,Food,0,3
769,4bd26fc0046076b0e3207471,33.568378,-112.185881,Food,0,3
770,4bd3cd50046076b05c007771,33.479934,-112.112305,Food,1,3
771,4bd4acd2637ba593d537f570,33.43671,-112.001562,Travel & Transport,22,9
772,4bd4aeda7b1876b091958986,33.602695,-111.983532,Food,17,3
773,4bd4ee2a6798ef3b3cb8628d,33.483138,-112.005905,Residence,0,7
774,4bd4f4a44e32d13afe42c080,33.610188,-112.132602,Shop & Service,0,8
775,4bd5f1b6637ba5930156f770,33.452502,-111.989461,Professional & Other Places,0,6
776,4bd64eff29eb9c740b0395e1,33.485496,-112.169691,Professional & Other Places,0,6
777,4bd6841c5631c9b6740ca630,33.612087,-112.169123,Nightlife Spot,1,4
778,4bd721687b1876b0a0b08d86,33.552882,-112.100007,Food,4,3
779,4bd7637835aad13a47c88ef3,33.506065,-111.948118,Food,0,3
780,4bd768a2e914a593bc2f51fa,33.436061,-111.996818,Travel & Transport,108,9
781,4bd77f77304fce7206a433ab,33.487017,-112.084934,Residence,18,7
782,4bd896d751170f47a0c333e4,33.581192,-112.135212,Shop & Service,0,8
783,4bd8df8d2e6f0f47f2060908,33.539686,-112.023147,Outdoors & Recreation,0,5
784,4bda48eec79cc9286c697ee9,33.447897,-112.073556,Outdoors & Recreation,133,5
785,4bdab3573904a593710d479e,33.434306,-112.207918,Professional & Other Places,9,6
786,4bdaf71ba8d976b010940cb5,33.567192,-111.942349,Shop & Service,0,8
787,4bdcb76e4b1f952154db670b,33.437975,-111.999194,Travel & Transport,27,9
788,4bdcc6e43904a59396bc4f9e,33.570793,-112.089738,Outdoors & Recreation,0,5
789,4bddb060e75c0f474933c503,33.565276,-112.290476,Shop & Service,0,8
790,4bddcaab587b2d7fb2185509,33.683353,-112.13559,Shop & Service,0,8
791,4bddd92bffdec928b3ace6a1,33.465351,-112.277527,Drink,0,2
792,4be1af25a90320a1488d559f,33.539141,-112.185817,Outdoors & Recreation,0,5
793,4be2036fae55a59372675c62,33.611179,-112.150594,Shop & Service,6,8
794,4be225b1b02ec9b6bf694cc0,33.598915,-112.134362,Food,0,3
795,4be2ea1d1dd22d7fa52095bd,33.582898,-112.170142,Shop & Service,1,8
796,4be34c86b02ec9b6472a4fc0,33.551619,-112.099146,Shop & Service,2,8
797,4be369a51dd22d7f9cb496bd,33.53467,-112.111273,Shop & Service,3,8
798,4be37f84f07b0f47585af843,33.483116,-112.088528,Arts & Entertainment,0,0
799,4be3da77cbdbef3bcaa460d8,33.506973,-112.074601,Outdoors & Recreation,0,5
800,4be474dabcef2d7f329502e5,33.51086,-112.029122,Shop & Service,1,8
801,4be4b458cf200f47f462123c,33.4424,-112.073486,Nightlife Spot,1,4
802,4be5a561910020a19d3ed314,33.582998,-112.119866,Shop & Service,4,8
803,4be5fba7477d9c7479b7e62d,33.507734,-112.290594,Shop & Service,0,8
804,4be61a4bcf200f47ef3c143c,33.463282,-111.98988,Professional & Other Places,0,6
805,4be82ac89a54a593569b0911,33.551492,-112.048816,Professional & Other Places,1,6
806,4be85e6c88ed2d7ff3c8cb1d,33.399923,-112.00174,Food,0,3
807,4be9b67fb3352d7fdc5054d2,33.496592,-112.101405,Shop & Service,0,8
808,4bea4444246fb713c2dfabdf,33.466121,-112.082391,Shop & Service,0,8
809,4bec73c249430f4721bd07d2,33.481872,-112.088136,College & University,0,1
810,4bec9ceabbe62d7fce237f2b,33.578297,-112.124884,Shop & Service,0,8
811,4becd68b2cf820a14a57b91c,33.494175,-112.279684,Food,5,3
812,4becdb1616e99c74c67208e2,33.566899,-112.056014,Arts & Entertainment,0,0
813,4becece92a7bb713f7ffce9d,33.449109,-112.087048,Professional & Other Places,0,6
814,4bed85001059d13a30e951d8,33.570384,-112.188742,College & University,2,1
815,4bede5ea4daaa5939e6d8f61,33.508001,-112.273461,Food,0,3
816,4bf02101d4e4d13a12e215a7,33.43736,-111.999649,Shop & Service,57,8
817,4bf071333a15d13a71913e9f,33.522777,-112.093988,Shop & Service,21,8
818,4bf17980ef99c9b685595b42,33.50646,-112.073646,Arts & Entertainment,0,0
819,4bf1895125afb713f90a4b6f,33.476986,-111.985445,Shop & Service,5,8
820,4bf3364c706e20a18107a898,33.49344,-112.215363,Arts & Entertainment,2,0
821,4bf3ea763f86c9b6e29ab21c,33.520136,-112.095205,Shop & Service,6,8
822,4bf447fd706e20a1b028a998,33.501528,-112.056681,Professional & Other Places,0,6
823,4bf49df1e5eba59320f01f90,33.503024,-112.065675,Shop & Service,0,8
824,4bf5e5aa5e800f474684e6d4,33.624737,-112.129855,Food,4,3
825,4bf6dca2508c0f4727003d31,33.584206,-112.148983,Residence,2,7
826,4bf709515317a5933053fd7e,33.540535,-112.263328,Food,0,3
827,4bf786595efe2d7f34386934,33.534067,-112.261393,Food,1,3
828,4bf89d355efe2d7fa6256b34,33.492976,-112.289749,Food,2,3
829,4bf964834a67c9286bc026cf,33.437975,-112.001782,Travel & Transport,6,9
830,4bf9d0aa5317a5932cee017f,33.510342,-112.064604,Shop & Service,16,8
831,4bf9d1128d30d13a36e10218,33.637721,-112.180527,Arts & Entertainment,0,0
832,4bfaf786ab180f476035b3ce,33.467166,-112.072331,Arts & Entertainment,0,0
833,4bfb637b8f32ef3b981605aa,33.501412,-112.073821,Travel & Transport,302,9
834,4bfc3303f4dc9c7444949e3f,33.510806,-112.257121,Professional & Other Places,48,6
835,4bfc67562fcf9521aec735b4,33.448004,-112.059152,Professional & Other Places,1,6
836,4bfd4f9083bbd13a85f862c5,33.414249,-111.968322,Professional & Other Places,6,6
837,4bfd81e64cf820a1a292ecf4,33.574506,-112.120401,Shop & Service,0,8
838,4bfe972bb68d0f47bf68ea57,33.568068,-112.185359,Food,1,3
839,4bfed2cd4e5d0f47de377d1f,33.491276,-112.072922,Shop & Service,0,8
840,4c0021dcc30a2d7f0912121d,33.581555,-112.120681,Food,0,3
841,4c00e365147bd13a15a42a4d,33.55375,-112.100223,Shop & Service,1,8
842,4c01e39c27dcc9285757e152,33.458791,-112.077595,Food,18,3
843,4c04059139d476b0f7e530a7,33.528413,-112.090943,Outdoors & Recreation,0,5
844,4c0468bef56c2d7f2f491e66,33.639778,-112.067551,Food,0,3
845,4c049930f56c2d7f4e831e66,33.504868,-111.946287,Residence,0,7
846,4c0515d973a8c9b6f9e996e0,33.538878,-112.218699,Shop & Service,0,8
847,4c0576125753c9284c8239f1,33.440272,-112.081925,Food,0,3
848,4c072257b4aa0f47cc466562,33.537028,-112.23896,Food,0,3
849,4c07c7db221620a11e4ff775,33.422774,-112.168715,Shop & Service,4,8
850,4c089c777e3fc928e5aaf082,33.466291,-112.11668,Shop & Service,0,8
851,4c09c5f73c70b71302e0275b,33.523043,-112.095308,Shop & Service,0,8
852,4c0a51a9340720a1ae288693,33.436679,-111.999435,Travel & Transport,17,9
853,4c0ae441bbc676b0d6b64ad5,33.477773,-112.224569,Shop & Service,7,8
854,4c0c0d44009a0f47710fecbf,33.434987,-111.996775,Travel & Transport,5,9
855,4c0c4e266071a59371aae232,33.542112,-112.263099,Residence,0,7
856,4c0c793fb1b676b0d437df86,33.412511,-111.964223,Shop & Service,0,8
857,4c0dbb6998102d7f32b4e206,33.555023,-112.158888,Professional & Other Places,0,6
858,4c0e9312d64c0f477a6b285d,33.465495,-112.029948,Shop & Service,1,8
859,4c0ec81d7189c9289d11d9b6,33.448497,-112.077445,Residence,0,7
860,4c0ef4d32466a593affe7921,33.553013,-112.27067,Shop & Service,0,8
861,4c116470416620a14205d9e4,33.480796,-112.012347,Shop & Service,0,8
862,4c1176ec6e5dc9b61f2db02d,33.671669,-112.116483,Professional & Other Places,0,6
863,4c12ae11a9c220a19070549d,33.51575,-112.047279,Professional & Other Places,0,6
864,4c13986fa1010f47bad34a18,33.466302,-112.065932,Food,6,3
865,4c13ed7bf1e0b713d1bd34bc,33.639749,-112.066963,Food,1,3
866,4c17a8f6c2dfc9280b5aa869,33.493718,-112.168267,Professional & Other Places,5,6
867,4c190ba9fe5a76b067f80215,33.492577,-112.288782,Shop & Service,0,8
868,4c193ce7838020a19b69e561,33.480582,-112.082676,Shop & Service,0,8
869,4c1a9e04b4e62d7f1a18d893,33.451744,-112.083129,Shop & Service,0,8
870,4c1d811fb4e62d7feaf3dc93,33.46962,-112.096916,Arts & Entertainment,0,0
871,4c1f1a70920076b06b4fc4e9,33.601008,-112.172828,Residence,1,7
872,4c2221e09a67a593f5f2db87,33.436921,-111.996818,Travel & Transport,3,9
873,4c240ebfc11dc9b695f22424,33.494508,-112.169356,Shop & Service,5,8
874,4c281fc0783d9c74fa3b8f6b,33.611224,-111.977178,Shop & Service,0,8
875,4c2a3f2fc758e21ebd583a3f,33.407584,-111.993705,Food,0,3
876,4c2a7ead2219c9281a30a348,33.465893,-112.060629,Shop & Service,24,8
877,4c2e27dc260bc9289b341bd3,33.501623,-112.074397,Residence,472,7
878,4c2e8b8b66e40f47027bc08b,33.622829,-112.113214,Residence,4,7
879,4c38db12a52cb713407b5f26,33.551825,-112.182349,Shop & Service,1,8
880,4c3a451f3849c92892b5c2b1,33.501459,-112.074217,Outdoors & Recreation,26,5
881,4c3cca6017f2ef3ba13081f4,33.423159,-112.001827,Professional & Other Places,16,6
882,4c3d1789980320a150a68be4,33.494989,-111.97978,Food,0,3
883,4c3ddb784bc9a593258ed471,33.401963,-111.96923,Travel & Transport,1,9
884,4c3e0f406faac9b672b10d76,33.569496,-112.190773,College & University,15,1
885,4c3f2dc48d99b713c4151b06,33.488049,-112.057723,Residence,23,7
886,4c3f4f4cda3dc928f9b1c5b9,33.474373,-112.104964,Professional & Other Places,0,6
887,4c3fc006af052d7f15e37a79,33.479249,-111.998486,Shop & Service,0,8
888,4c3fcb29da3dc928e780c6b9,33.639218,-112.071673,Shop & Service,6,8
889,4c40927dd7fad13a542c06da,33.445996,-112.057316,Professional & Other Places,0,6
890,4c41f201a5c5ef3bb662b06f,33.521742,-112.064285,Arts & Entertainment,0,0
891,4c43db8af05e952170e3e3b3,33.538813,-112.204937,Shop & Service,1,8
892,4c43fe5056a7ef3b491dce21,33.507568,-112.238099,Food,0,3
893,4c44d8c92d3ec9b6b6782fae,33.447601,-112.074344,Arts & Entertainment,1,0
894,4c464825cd5ca593be6b0087,33.488436,-112.082449,Food,0,3
895,4c465941f1b5c9b6865879ef,33.450183,-112.029714,Food,0,3
896,4c471b9589a6c9b6bc169988,33.435435,-112.00877,Travel & Transport,13,9
897,4c47396731e41b8d5c194c35,33.482033,-112.090459,Professional & Other Places,0,6
898,4c474b9696abd13a2b4c7001,33.423432,-112.225708,Food,3,3
899,4c478c77eb489c74a391c847,33.447404,-112.074816,Shop & Service,23,8
900,4c48c1fc6f1420a12730b354,33.43572,-111.996878,Travel & Transport,0,9
901,4c49294b20ab1b8d88176816,33.437089,-112.019909,Professional & Other Places,8,6
902,4c492b626594be9adec2b824,33.48572,-112.073256,Outdoors & Recreation,0,5
903,4c4a2613712ac92894d1066b,33.437973,-111.996844,Travel & Transport,19,9
904,4c4b46759e6dbe9a5ac7d10b,33.49515,-112.057478,Shop & Service,49,8
905,4c4b65fc9e6dbe9a65d5f80b,33.660369,-112.066724,Professional & Other Places,0,6
906,4c4cd8fee906c9288062053b,33.378393,-112.099771,Shop & Service,1,8
907,4c4cea15f5afa593347ab2d6,33.638813,-112.069111,Shop & Service,9,8
908,4c4f460992ce2d7f3c57882f,33.666833,-112.127026,Food,1,3
909,4c4f5295eaa1be9a064dbc45,33.458123,-112.074106,Professional & Other Places,0,6
910,4c52f242048b1b8d40443131,33.508563,-112.012097,Outdoors & Recreation,0,5
911,4c550afbf5f3d13a2a4018fb,33.456067,-112.074073,Nightlife Spot,3,4
912,4c56de9e6418a59370fe7d0e,33.430398,-112.234528,Professional & Other Places,2,6
913,4c56f9a0cc96c9b642df772e,33.378697,-111.963559,Travel & Transport,2,9
914,4c574755744a0f4706a3c8cb,33.500858,-112.068765,Outdoors & Recreation,2,5
915,4c5750ee2308be9ac3ef586c,33.393908,-111.959419,Professional & Other Places,59,6
916,4c575aba12f0d13acf0307ad,33.612264,-112.120809,Arts & Entertainment,0,0
917,4c57b4c4744a0f47f2b0c9cb,33.533882,-112.205764,Residence,0,7
918,4c59fa4304f9be9ab6b9f060,33.467992,-112.112292,Nightlife Spot,0,4
919,4c5c85266ebe2d7f7e52d02e,33.434056,-111.994629,Travel & Transport,0,9
920,4c600cb923e303bbe9d27407,33.480744,-112.237358,Shop & Service,0,8
921,4c604248de6920a1977a9564,33.458894,-112.16849,Shop & Service,0,8
922,4c6046a6c6a103bb1301685b,33.52315,-112.094321,Shop & Service,19,8
923,4c60545e13791b8d4f444faf,33.512677,-112.065228,Food,0,3
924,4c615a7312e5c928bf56214c,33.684667,-112.12319,College & University,0,1
925,4c620851fa7bc9285e610d27,33.530027,-112.056577,Food,0,3
926,4c6297dcfa7bc9283c630e27,33.493881,-112.100179,Professional & Other Places,0,6
927,4c6355e569a1c9b663153ba4,33.594846,-112.148983,Residence,0,7
928,4c669ce8e1da1b8d33569bc3,33.523837,-112.073623,Outdoors & Recreation,1,5
929,4c677e1bb80abe9a9875d0e5,33.561357,-112.073743,Nightlife Spot,0,4
930,4c6860066b25e21e4888192f,33.463585,-112.273681,Shop & Service,0,8
931,4c6866416b25e21ea29d192f,33.463666,-112.275135,Shop & Service,0,8
932,4c69d5df897b1b8d255db017,33.383452,-111.964199,Shop & Service,0,8
933,4c6af881e503c92862fc46b3,33.417705,-112.204828,Professional & Other Places,1,6
934,4c6bd4c47c052d7f83502acf,33.435542,-112.013791,Travel & Transport,8,9
935,4c6d9c7306ed6dcb9464a422,33.57028,-112.118428,Shop & Service,0,8
936,4c6edcaa9c6d6dcb4fc4cd7a,33.457059,-112.070938,Arts & Entertainment,0,0
937,4c71a6998efc3704de12117d,33.379092,-112.220518,Residence,0,7
938,4c7460413adda143689004af,33.509087,-112.060501,Shop & Service,0,8
939,4c746ec9604a3704a0208049,33.551994,-112.240384,Professional & Other Places,0,6
940,4c76ee625cd6b1f78a853d94,33.434275,-111.994575,Travel & Transport,0,9
941,4c773395923ba143c29b66e6,33.457887,-112.068443,Food,13,3
942,4c7828ec748cb71390fb3568,33.622829,-112.113214,Residence,28,7
943,4c79249d81bca0939f3afc14,33.480282,-112.110034,Food,0,3
944,4c7ae3103badb1f769a95354,33.540296,-112.098616,Residence,0,7
945,4c7d6d54d461a143921f7df5,33.4337,-112.107136,Outdoors & Recreation,8,5
946,4c802eba2f1c236a71782443,33.494985,-112.00162,Shop & Service,0,8
947,4c81c89247cc224b031e809f,33.433998,-111.99946,Travel & Transport,0,9
948,4c82d981d92ea09300144f72,33.436509,-111.996528,Travel & Transport,0,9
949,4c83dc17d4e23704c0967488,33.480999,-112.184276,Food,0,3
950,4c83f9c951ada1cd58cf2a10,33.462881,-112.201846,Travel & Transport,46,9
951,4c840666d34ca143fb013b80,33.507698,-112.045999,Shop & Service,0,8
952,4c8530e2d34ca14305024580,33.462683,-112.189952,Travel & Transport,42,9
953,4c854b2151ada1cdc2723610,33.542001,-112.263094,Outdoors & Recreation,0,5
954,4c85b06347cc224bce9ba39f,33.448251,-112.073762,Outdoors & Recreation,318,5
955,4c86832974d7b60cb7c9a4d8,33.44812,-112.074934,Food,3,3
956,4c870f1e9c808cfad7b7111e,33.434235,-111.996742,Travel & Transport,5,9
957,4c87bc1314c4b60c67142235,33.569423,-112.190261,College & University,35,1
958,4c894ad87223b1f742bc32a8,33.640102,-111.982259,Nightlife Spot,0,4
959,4c895028da5da1cd6c723be9,33.509531,-112.063796,Food,0,3
960,4c8adcc4e51e6dcb48376dde,33.554304,-112.11416,Shop & Service,0,8
961,4c8ba7d2e51e6dcb944574de,33.597501,-112.006502,Shop & Service,0,8
962,4c8c6400f0ce236a372b18ef,33.437243,-112.117682,Shop & Service,0,8
963,4c8da9dcd2aea0933111c869,33.663666,-112.065522,Residence,0,7
964,4c92e9ed1221b1f731f915e2,33.462523,-112.220535,Travel & Transport,71,9
965,4c9423f36b35a14307f618dc,33.50861,-112.094537,Food,0,3
966,4c9840ea07916dcb66ddea1b,33.553268,-112.057136,Nightlife Spot,0,4
967,4c98f37c7b9d3704faa1e285,33.441008,-112.066299,Professional & Other Places,0,6
968,4ca23fb3750ca093d3c20e67,33.412089,-112.01375,Drink,0,2
969,4ca2f3d1750ca093c3a81467,33.607864,-112.164831,College & University,0,1
970,4ca362ffa73cb60cb6481878,33.570797,-112.191478,College & University,11,1
971,4ca6db0444a8224bbabd0740,33.390209,-111.963816,Residence,0,7
972,4caccc3797c8a1cdf700a4a5,33.638885,-112.154307,Food,0,3
973,4cae2d8c1463a14389758aa9,33.664005,-112.128057,Professional & Other Places,0,6
974,4cafb497eb65b1f7e40566cd,33.435758,-111.997897,Food,15,3
975,4cafcb441463a143f0b897a9,33.451413,-112.037114,Nightlife Spot,4,4
976,4cb0b5641463a143b7649fa9,33.53799,-112.057056,Food,1,3
977,4cb5ffad1b0af04d7171cd25,33.448208,-112.188311,Professional & Other Places,0,6
978,4cba12f9c7228cfab2af14ce,33.458343,-112.067778,Drink,0,2
979,4cbcddf0a33bb1f75f299cfd,33.52222,-112.095823,Food,17,3
980,4cbde53eadcd5481ae5f36a2,33.611027,-112.168092,Shop & Service,4,8
981,4cbf22037dc9a093891237f5,33.480636,-111.986381,Shop & Service,0,8
982,4cc0b77143646dcb669f408c,33.56937,-112.188456,College & University,11,1
983,4cc1d330be40a35d80776d4c,33.58152,-112.13089,Professional & Other Places,1,6
984,4cc1f1801e596dcb9e4ebf67,33.437562,-112.039611,Professional & Other Places,2,6
985,4cc478498062468817af362f,33.546603,-112.065522,Residence,0,7
986,4cc59c423d7fa1cda4afb25f,33.404592,-111.99406,Professional & Other Places,0,6
987,4cc5abb301fb236a0ffcb2ba,33.671349,-112.110819,Professional & Other Places,0,6
988,4cc872487be65481c7032e23,33.5689,-112.188928,College & University,6,1
989,4cccd30c566aa093154424fd,33.510242,-112.0282,Food,0,3
990,4ccd15b554f0b1f745c61aca,33.509484,-112.061484,Nightlife Spot,1,4
991,4ccf5f30f6378cfa1c4caed6,33.510314,-112.046524,Food,0,3
992,4cd163fade0f6dcba1987063,33.39313,-111.976233,Food,12,3
993,4cd1d4536200b1f7e616dc28,33.446529,-112.071702,Shop & Service,5,8
994,4cd321166be6a143d2a79202,33.552011,-112.099944,Food,13,3
995,4cd5a78a94848cfa70efe7b1,33.505887,-112.273583,Shop & Service,0,8
996,4cd5a8c3fb59548154a9df50,33.412304,-111.966883,Professional & Other Places,0,6
997,4cd78a4689eb6dcbfb08361e,33.461819,-112.005905,Residence,0,7
998,4cd8bc621891236ad4fe370b,33.451012,-112.073153,Professional & Other Places,14,6
999,4cd9ea8ba89254818d661bfa,33.581933,-112.117094,Travel & Transport,0,9
1000,4cdafab8958f236ab832aa03,33.6035,-111.983779,Professional & Other Places,9,6
1001,4cdc3fb6cea2224b57368a4c,33.45277,-112.068414,Food,0,3
1002,4cdf3fddf8a4a1438937ddbc,33.381933,-112.0832,Outdoors & Recreation,1,5
1003,4ce1c781ffcf3704e3d22782,33.491577,-112.017829,Residence,0,7
1004,4ce76f81e888f04d25623c6b,33.448394,-112.071877,Nightlife Spot,0,4
1005,4cf19bb87e93f04d163e4e69,33.501775,-112.077445,Residence,296,7
1006,4cf43ba67e93f04df0685c69,33.511023,-112.073937,Shop & Service,0,8
1007,4cf6f7f30a71224b9c1e2193,33.5105,-112.080074,Residence,3,7
1008,4cfc0328d8468cfad8f2f76b,33.612609,-112.175506,Residence,7,7
1009,4cfd702e2d80a14382d856d8,33.491577,-112.017829,Residence,0,7
1010,4d0016b36923721e17cbc23b,33.461789,-112.268708,Travel & Transport,1,9
1011,4d02f4c8a26854813a18afbd,33.510001,-112.024133,Food,0,3
1012,4d06672228926ea8556e75c2,33.560643,-112.057712,Residence,0,7
1013,4d0d74e9be6d6ea8484f05b5,33.492972,-112.080627,Residence,21,7
1014,4d113e3099b78cfa2a6cc8d5,33.66227,-112.164762,Shop & Service,0,8
1015,4d1439d86c8b5481b56ad5cc,33.51478,-111.961661,Outdoors & Recreation,0,5
1016,4d1f5638e56f6ea8ad936c1d,33.53992,-112.101291,Residence,32,7
1017,4d2113a66e8c3704b878ff9f,33.437892,-111.994194,Travel & Transport,0,9
1018,4d21f7b19822a0907a8ffeaf,33.646848,-112.041675,Residence,7,7
1019,4d29785e77a2a1cd6a7b6cb7,33.448474,-112.071647,Arts & Entertainment,0,0
1020,4d2acecf8e102c0fbe19d16e,33.467586,-112.089368,Residence,0,7
1021,4d2bc617915fa09394161a0a,33.634386,-112.069794,Outdoors & Recreation,3,5
1022,4d2dd4f1aa5c6ea89297b004,33.386446,-111.967721,Outdoors & Recreation,0,5
1023,4d2f09345055a35d10fa97ca,33.510198,-112.027438,Drink,8,2
1024,4d2f336d79dd6ea8ddb28fd3,33.463558,-112.292007,Professional & Other Places,2,6
1025,4d2f9dddf9daa1cd4f8e5e50,33.426664,-112.255374,Travel & Transport,6,9
1026,4d34aaa972a8b1f76f88b2d0,33.451672,-112.073309,Travel & Transport,0,9
1027,4d39dbf934ee3704e14d719b,33.455789,-112.073483,Food,0,3
1028,4d39e8f449cb236a3fc2b447,33.508218,-112.013477,Professional & Other Places,0,6
1029,4d3b539836718eec3c69748e,33.495686,-111.988978,Food,0,3
1030,4d3dcddd3ec9a35debba5481,33.422681,-111.981531,Professional & Other Places,0,6
1031,4d3f5ed34677548175134ef4,33.509062,-112.091816,Shop & Service,1,8
1032,4d41ea48aed776eb43a86897,33.602683,-111.98368,Shop & Service,10,8
1033,4d4464d4bf61a1cd2b5408ac,33.447369,-112.072896,Food,6,3
1034,4d463bfee198721ea5a1cd8b,33.565159,-112.13706,Residence,3,7
1035,4d4a39787d36f04d4b9119e5,33.436692,-112.008848,Travel & Transport,0,9
1036,4d4d89f4b887a1cdf3f8bca0,33.452337,-112.069495,Food,0,3
1037,4d4f7ba84015b1f7aab25ccf,33.458621,-111.969824,Outdoors & Recreation,0,5
1038,4d5aeb51e9b28cfaccc71e3f,33.46571,-112.039617,Shop & Service,2,8
1039,4d5b34031287a09346901d56,33.582198,-112.120585,Food,4,3
1040,4d5d68fee7f754816da42497,33.480583,-112.021435,Shop & Service,0,8
